alpha,g_Leak,vSTMD_AUC,vSTMD_F_AUC,vSTMD_AAE,vSTMD_F_AAE
0.5327142185709708,0.32792561458532515,0.3766082569106312,0.6237365332053917,0.558177876670853,0.5045942811129017
0.32420507298580686,0.9058033002148865,0.3568557888206675,0.5283649959317125,1.5958986094981285,1.4915954902305357
0.8715941791758088,0.8398712133942124,0.06456129509455824,0.37996165807239063,1.389048142159865,1.355925228470933
0.9646244204556125,0.8134799571071754,0.07112944757072688,0.39206996932714255,1.323285472288193,1.3322880169262614
0.10471199339925051,0.22959214802548067,0.3980661351774587,0.5011219938865237,0.6679196771273496,0.46345690282345886
0.35426361363429193,0.5191359504364497,0.4570947830032463,0.6181527845906272,1.0057611994465347,0.8578573008700047
0.2504122708845374,0.10055201583859702,0.2751215604256014,0.4998162360602026,0.5493160414200361,0.4608598508177691
0.20564524269762902,0.7785909222367736,0.5326390136123165,0.6237257154160731,1.4948236197298115,1.359599786501143
0.6331058963368935,0.25695680350657973,0.33218018738129795,0.6248497765744806,0.5266687172902758,0.43989252496609793
0.46942039966224125,0.17316786217362393,0.3507704466248333,0.6028224808334888,0.5276826968357304,0.40307667927383667
0.18745310636787,0.37558822252431684,0.506695737619263,0.5846033007804987,0.8276094864999113,0.5938880818774182
0.9442045415252048,0.3569228800730838,0.2455344534235735,0.5985317314154357,0.6653484346946892,0.5824965769854887
0.6342693872476459,0.6030795908456806,0.2124055956388649,0.5374188750608525,0.9937680227253836,1.05740574565731
0.1704850955422229,0.8243503516923711,0.5561641246401451,0.6273256456710021,1.53838594537101,1.4326628603704734
0.9240964936035284,0.9445775550226589,0.0802566282775536,0.2840812702060877,1.4360386544447905,1.4761091585467072
0.3918432473234255,0.2983377182001411,0.43921058180362094,0.6128242159004188,0.5738084995454248,0.4587060875818146
0.40013264360820294,0.2979864384242011,0.43674878204704604,0.6131586166298247,0.5717560889539337,0.4612847849238655
0.39999290897205697,0.29793531749005653,0.43674286118371414,0.6130933233725832,0.5718413751367614,0.46088480523325753
0.3742765637995649,0.2996370237370121,0.4447209215047084,0.6107894983149021,0.5847207841960833,0.46163757244721815
0.3951194267235064,0.29765569925640173,0.4382660067055971,0.6131091334649782,0.5717329635114816,0.45949976939603243
0.6549480866569686,0.35355141225147985,0.3058798527187961,0.6151653030002509,0.6490681583113854,0.5539481962769258
0.34631286541233736,0.2984751451506974,0.45005567140202424,0.6059188780523069,0.586579591247817,0.46167987174628794
0.5283834445236183,0.32758224039643674,0.3790645028442348,0.6241001439831737,0.5575864577479892,0.5026726246386631
0.6486766193773301,0.35331338329393486,0.30946836025963304,0.6158188257592698,0.6461308287547699,0.5506283028318497
0.15273875288195976,0.3737812914663656,0.5037600973512236,0.5718304497422997,0.8639818822735787,0.5976946593039195
0.6253620626537351,0.2575070942360652,0.3351339311971403,0.6248258525975013,0.5231346008806593,0.4398956919382265
0.3959300341926816,0.38257961222204107,0.44514942251236606,0.6201011833046842,0.6747624343367733,0.5889318937221738
0.5042318411268268,0.3865336419353435,0.3822746337504295,0.6209790707028673,0.6430585135351116,0.5982149396975621
0.47304154528719733,0.2705892893725892,0.4044821351617001,0.6182735086541351,0.5332535424913297,0.43664480878858924
0.4029802956031665,0.13674693786300193,0.3222056906536501,0.5803124342818453,0.5501496867843498,0.42259236632569935
0.344642714265456,0.381104109450351,0.4700351575217499,0.6163923971236132,0.7182219912598619,0.5859406319569588
